ts,row_index,level,stage,idsbr,nama,match_value,note,screenshot
20251211_161831,11,OK,OPEN_TAB,97516598,KLINIK KERATON CARE CENTER (WAYAN),97516598,Tab form baru terdeteksi (event page).,
20251211_161832,11,OK,FINAL_SKIP,97516598,KLINIK KERATON CARE CENTER (WAYAN),97516598,CODE:FINAL_ALREADY_SUBMITTED Dilewati: form sudah final (tombol Cancel Submit terlihat).,
20251211_161841,12,OK,OPEN_TAB,97516600,"KONTRAKTOR SALURAN IRIGASI NUR ADEN, CV",97516600,Tab form baru terdeteksi (event page).,
20251211_161842,12,OK,FINAL_SKIP,97516600,"KONTRAKTOR SALURAN IRIGASI NUR ADEN, CV",97516600,CODE:FINAL_ALREADY_SUBMITTED Dilewati: form sudah final (tombol Cancel Submit terlihat).,
20251211_161851,13,OK,OPEN_TAB,97516608,PEDAGANG SPRING BED (SAKARIA),97516608,Tab form baru terdeteksi (event page).,
20251211_161851,13,OK,FINAL_SKIP,97516608,PEDAGANG SPRING BED (SAKARIA),97516608,CODE:FINAL_ALREADY_SUBMITTED Dilewati: form sudah final (tombol Cancel Submit terlihat).,
20251211_161859,14,OK,OPEN_TAB,97516623,"ALIF SAPUTRA, CV",97516623,Tab form baru terdeteksi (event page).,
20251211_161901,14,OK,FINAL_SKIP,97516623,"ALIF SAPUTRA, CV",97516623,CODE:FINAL_ALREADY_SUBMITTED Dilewati: form sudah final (tombol Cancel Submit terlihat).,
20251211_161910,15,OK,OPEN_TAB,97516627,INDUSTRI PANDAI BESI <KAMALUDIN>,97516627,Tab form baru terdeteksi (event page).,
20251211_161910,15,OK,FINAL_SKIP,97516627,INDUSTRI PANDAI BESI <KAMALUDIN>,97516627,CODE:FINAL_ALREADY_SUBMITTED Dilewati: form sudah final (tombol Cancel Submit terlihat).,
20251211_161920,16,OK,OPEN_TAB,97516611,TK ISLAM INSAN CITA,97516611,Tab form baru terdeteksi (event page).,
20251211_161921,16,OK,FINAL_SKIP,97516611,TK ISLAM INSAN CITA,97516611,CODE:FINAL_ALREADY_SUBMITTED Dilewati: form sudah final (tombol Cancel Submit terlihat).,
20251211_161931,17,OK,OPEN_TAB,97516628,UPK PNPM MANDIRI PERDESAAN <RISWAN,97516628,Tab form baru terdeteksi (event page).,
20251211_161932,17,OK,FINAL_SKIP,97516628,UPK PNPM MANDIRI PERDESAAN <RISWAN,97516628,CODE:FINAL_ALREADY_SUBMITTED Dilewati: form sudah final (tombol Cancel Submit terlihat).,
20251211_161942,18,OK,OPEN_TAB,97516722,JUAL KOSMETIK <SAMIATI>,97516722,Tab form baru terdeteksi (event page).,
20251211_161943,18,OK,FINAL_SKIP,97516722,JUAL KOSMETIK <SAMIATI>,97516722,CODE:FINAL_ALREADY_SUBMITTED Dilewati: form sudah final (tombol Cancel Submit terlihat).,
20251211_161952,19,OK,OPEN_TAB,97516724,CV METAPLANE CONSULINDO CABANG BUTUK,97516724,Tab form baru terdeteksi (event page).,
20251211_162014,19,OK,FILL,97516724,CV METAPLANE CONSULINDO CABANG BUTUK,97516724,"Form terisi (update=9, skip=9)",
20251211_162017,19,ERROR,SUBMIT,97516724,CV METAPLANE CONSULINDO CABANG BUTUK,97516724,"ERROR_FILL | CODE:SUBMIT_ERROR_FILL Form menolak submit karena ada isian yang perlu diperbaiki. | Pesan: Masih terdapat isian yang harus diperbaiki! | Petunjuk: Pemberitahuan, Masih terdapat isian yang harus diperbaiki!, *, Email harus terisi, Salah satu opsi harus terpilih",C:\Users\US3R\OneDrive\Dokumen\Kerja\2025\SBR\otomatisasisbr-6502\artifacts\screenshots\2025-12-11\20251211_162016_submit_issue_19_ERROR_FILL.png
