ts,row_index,level,stage,idsbr,nama,match_value,note,screenshot
20251210_165653,130,OK,OPEN_TAB,32436550,NIA ASTUTI,32436550,Tab form baru terdeteksi (event page).,
20251210_165653,130,OK,FINAL_SKIP,32436550,NIA ASTUTI,32436550,CODE:FINAL_ALREADY_SUBMITTED Dilewati: form sudah final (tombol Cancel Submit terlihat).,
20251210_165700,131,OK,OPEN_TAB,26584120,ILIAS,26584120,Tab form baru terdeteksi (event page).,
20251210_165719,131,OK,FILL,26584120,ILIAS,26584120,"Form terisi (update=9, skip=9)",
20251210_165724,131,OK,SUBMIT,26584120,ILIAS,26584120,Submit final sukses,
20251210_165725,131,OK,ROW_DONE,26584120,ILIAS,26584120,Baris selesai diproses,
20251210_165734,132,OK,OPEN_TAB,27935457,MARSUDIN,27935457,Tab form baru terdeteksi (event page).,
20251210_165753,132,OK,FILL,27935457,MARSUDIN,27935457,"Form terisi (update=9, skip=9)",
20251210_165758,132,OK,SUBMIT,27935457,MARSUDIN,27935457,Submit final sukses,
20251210_165758,132,OK,ROW_DONE,27935457,MARSUDIN,27935457,Baris selesai diproses,
20251210_165806,133,OK,OPEN_TAB,28231057,JUSRI,28231057,Tab form baru terdeteksi (event page).,
20251210_165825,133,OK,FILL,28231057,JUSRI,28231057,"Form terisi (update=9, skip=9)",
20251210_165830,133,OK,SUBMIT,28231057,JUSRI,28231057,Submit final sukses,
20251210_165830,133,OK,ROW_DONE,28231057,JUSRI,28231057,Baris selesai diproses,
20251210_165837,134,OK,OPEN_TAB,26619731,MARLENI,26619731,Tab form baru terdeteksi (event page).,
20251210_165856,134,OK,FILL,26619731,MARLENI,26619731,"Form terisi (update=9, skip=9)",
20251210_165901,134,OK,SUBMIT,26619731,MARLENI,26619731,Submit final sukses,
20251210_165902,134,OK,ROW_DONE,26619731,MARLENI,26619731,Baris selesai diproses,
20251210_165908,135,OK,OPEN_TAB,29454491,RANGGA BRAMANDANA,29454491,Tab form baru terdeteksi (event page).,
20251210_165927,135,OK,FILL,29454491,RANGGA BRAMANDANA,29454491,"Form terisi (update=9, skip=9)",
20251210_165933,135,OK,SUBMIT,29454491,RANGGA BRAMANDANA,29454491,Submit final sukses,
20251210_165934,135,OK,ROW_DONE,29454491,RANGGA BRAMANDANA,29454491,Baris selesai diproses,
20251210_165941,136,OK,OPEN_TAB,27573346,WAODE ASNI,27573346,Tab form baru terdeteksi (event page).,
20251210_165959,136,OK,FILL,27573346,WAODE ASNI,27573346,"Form terisi (update=9, skip=9)",
20251210_170005,136,OK,SUBMIT,27573346,WAODE ASNI,27573346,Submit final sukses,
20251210_170005,136,OK,ROW_DONE,27573346,WAODE ASNI,27573346,Baris selesai diproses,
20251210_170013,137,OK,OPEN_TAB,32293942,ANDRIANI SOLFIA ROZA,32293942,Tab form baru terdeteksi (event page).,
20251210_170031,137,OK,FILL,32293942,ANDRIANI SOLFIA ROZA,32293942,"Form terisi (update=9, skip=9)",
20251210_170036,137,OK,SUBMIT,32293942,ANDRIANI SOLFIA ROZA,32293942,Submit final sukses,
20251210_170037,137,OK,ROW_DONE,32293942,ANDRIANI SOLFIA ROZA,32293942,Baris selesai diproses,
20251210_170044,138,OK,OPEN_TAB,32348798,JEPRI,32348798,Tab form baru terdeteksi (event page).,
20251210_170104,138,OK,FILL,32348798,JEPRI,32348798,"Form terisi (update=9, skip=9)",
20251210_170109,138,OK,SUBMIT,32348798,JEPRI,32348798,Submit final sukses,
20251210_170110,138,OK,ROW_DONE,32348798,JEPRI,32348798,Baris selesai diproses,
20251210_170117,139,OK,OPEN_TAB,26901625,SETIA,26901625,Tab form baru terdeteksi (event page).,
20251210_170117,139,OK,FINAL_SKIP,26901625,SETIA,26901625,CODE:FINAL_ALREADY_SUBMITTED Dilewati: form sudah final (tombol Cancel Submit terlihat).,
20251210_170125,140,OK,OPEN_TAB,30573657,Nurlia,30573657,Tab form baru terdeteksi (event page).,
20251210_170144,140,OK,FILL,30573657,Nurlia,30573657,"Form terisi (update=9, skip=9)",
20251210_170149,140,OK,SUBMIT,30573657,Nurlia,30573657,Submit final sukses,
20251210_170150,140,OK,ROW_DONE,30573657,Nurlia,30573657,Baris selesai diproses,
